Bedfordshire
Berkshire
Buckinghamshire
Cambridgeshire
Cheshire
Cornwall
Cumberland
Derbyshire
Devon
Dorset
Durham
Essex
Gloucestershire
Hampshire
Herefordshire
Huntingdonshire
Isles of Scilly
Kent
Lancashire
Leicestershire
Lincolnshire
Middlesex
Norfolk
Northamptonshire
Northumberland
Nottinghamshire
Oxfordshire
Rutland
Shropshire
Somerset
Staffordshire
Suffolk
Surrey
Sussex
Warwickshire
Westmorland
Wiltshire
Worcestershire
Yorkshire, East Riding
Yorkshire, North Riding
Yorkshire, West Riding
Aberdeenshire
Angus
Argyllshire
Ayrshire
Banffshire
Berwickshire
Buteshire
Caithness
Clackmannanshire
Cromartyshire
Dumfriesshire
Dunbartonshire
East Lothian
Fife
Inverness-shire
Kincardineshire
Kirkcudbrightshire
Lanarkshire
Midlothian
Morayshire
Nairnshire
Orkney
Peeblesshire
Perthshire
Renfrewshire
Ross-shire
Roxburghshire
Selkirkshire
Shetland
Stirlingshire
Sutherland
West Lothian
Wigtownshire
Anglesey
Brecknockshire
Caernarfonshire
Cardiganshire
Carmarthenshire
Denbighshire
Flintshire
Glamorgan
Merioneth
Monmouthshire
Montgomeryshire
Pembrokeshire
Radnorshire
Bedfordshire
Bedford
Berkshire
Berks
Buckinghamshire
Buckingham
Cambridgeshire
Cambridge
Cheshire
Chester
Cornwall
Cumberland
Derbyshire
Derby
Devon
Devonshire
Dorset
Dorsetshire
Durham
Essex
Gloucestershire
Gloucester
Hampshire
Southampton
Southamptonshire
Herefordshire
Hereford
Hertfordshire
Hertford
Huntingdonshire
Huntingdon
Kent
Lancashire
Lancaster
Leicestershire
Leicester
Lincolnshire
Lincoln
Middlesex
Norfolk
Northamptonshire
Northampton
Northumberland
Nottinghamshire
Nottingham
Oxfordshire
Oxford
Rutland	Rutlandshire
Shropshire
Salop
Somerset
Somersetshire
Staffordshire
Stafford
Suffolk
Surrey
Sussex
Warwickshire
Warwick
Westmorland
Wiltshire
Wilts
Worcestershire
Worcester
Yorkshire
Jamaca
Upper Canada
Zante
West Canada
Malta
Virgin Islands
Turkey
Jamaica
Trinidad
Tobago
Lower Canada
Portugal
New Zealand
Ireland
New Brunswick
Kerry
India
Scotland
Jamestown
Bermuda
Quebec
Barbados
Central Criminal Court
Canada
Antigua
Sierra Leone
Nova Scotia
Mauritius
Ionion Islands
Honduras
Grenada
Dominica
St Lucia
St Helena
Nevis
Bahama Island
East Indies
Gwalior
Nassau
Irish Convict
Carnarvonshire
British Guiana
Admirality of England
Oyer and Terminer
Court of Kings
Santa Maura
Guiana
H.M.S Trafalgar
H.M.S Agamemnon
H.M.S Hibernia
H.M.S Impregnable
H.M.S Meanda
H.M.S Hannibal
H.M.S Neptune
Isle of Wight
Gibraltar
